organism	temperature
Bacteriophage lambda	37
Bacteriovorax litoralis	25
Bacteriovorax marinus	25
Bacteriovorax starrii	30
Bacteriovorax stolpii	30
Bacterium anitratum	34
Bacterium coli	37
Bacterium enterocoliticum	30
Bacterium globiforme	26
Bacterium imperiale	30
Bacterium incertum	25
Bacterium orleanense	26
Bacterium parvulum	26
Bacterium phosphoreum	18
Bacteroides acidifaciens	37
Bacteroides barnesiae	37
Bacteroides bivius	37
Bacteroides buccae	37
Bacteroides buccalis	37
Bacteroides caccae	37
Bacteroides capillosus	37
Bacteroides capillus	37
Bacteroides cellulosilyticus	37
Bacteroides cellulosolvens	30
Bacteroides clarus	37
Bacteroides coagulans	37
Bacteroides coprocola	37
Bacteroides coprophilus	37
Bacteroides coprosuis	37
Bacteroides corporis	37
Bacteroides corrodens	37
Bacteroides denticola	37
Bacteroides disiens	37
Bacteroides distasonis	37
Bacteroides dorei	37
Bacteroides eggerthii	37
Bacteroides endodontalis	37
Bacteroides faecichinchillae	37
Bacteroides faecis	37
Bacteroides finegoldii	37
Bacteroides fluxus	37
Bacteroides forsythus	37
Bacteroides fragilis	37
Bacteroides furcosus	37
Bacteroides galacturonicus	37
Bacteroides gallinarum	37
Bacteroides gingivalis	37
Bacteroides gracilis	37
Bacteroides graminisolvens	35
Bacteroides helcogenes	37
Bacteroides heparinolyticus	37
Bacteroides hypermegas	37
Bacteroides intermedius	37
Bacteroides intestinalis	37
Bacteroides lentus	37
Bacteroides limosus	37
Bacteroides loescheii	37
Bacteroides massiliensis	37
Bacteroides melaninogenicus	37
Bacteroides merdae	37
Bacteroides microfusus	37
Bacteroides multiacidus	37
Bacteroides nodosus	37
Bacteroides ochraceus	37
Bacteroides oleiciplenus	37
Bacteroides oralis	37
Bacteroides oris	37
Bacteroides oulorum	37
Bacteroides ovatus	37
Bacteroides paurosaccharolyticus	30
Bacteroides pectinophilus	37
Bacteroides pentosaceus	37
Bacteroides plebeius	37
Bacteroides pneumosintes	37
Bacteroides praeacutus	37
Bacteroides propionicifaciens	34
Bacteroides putredinis	37
Bacteroides pyogenes	37
Bacteroides rodentium	37
Bacteroides ruminicola	37
Bacteroides salanitronis	37
Bacteroides salyersae	37
Bacteroides salyersiae	37
Bacteroides sartorii	37
Bacteroides sp.	31
Bacteroides splanchnicus	37
Bacteroides stercoris	37
Bacteroides succinogenes	37
Bacteroides suis	37
Bacteroides symbiosus	37
Bacteroides tectum	37
Bacteroides tectus	37
Bacteroides termitidis	37
Bacteroides thetaiotaomicron	37
Bacteroides uniformis	37
Bacteroides ureolyticus	37
Bacteroides varius	37
Bacteroides veroralis	37
Bacteroides vulgatus	37
Bacteroides xylanisolvens	37
Bacteroides xylanolyticus	37
Bacteroides zoogleoformans	37
Badhamia gracilis	20
Baeospora myosura	24
Bahusutrabeeja dwaya	24
Baia soyae	37
Balamuthia mandrillaris	36
Balansia brunnans	23
Balansia pilulaeformis	24
Balansia sclerotica	27
Balnearium lithotrophicum	70
Balneatrix alpica	30
Balneola alkaliphila	27
Balneola vulgaris	27
Balneomonas flocculans	42
Bandoniozyma aquatica	20
Bandoniozyma complexa	20
Bandoniozyma glucofermentans	23
Bariatricus massiliensis	37
Barnesiella intestinihominis	37
Barnesiella viscericola	37
Barnettozyma californica	24
Barnettozyma hawaiiensis	24
Barnettozyma populi	24
Barnettozyma salicaria	24
Barnettozyma vustinii	22
Barnettozyma wickerhamii	24
Barrientosiimonas humi	28
Barrientosiimonas marina	28
Bartalinia bischofiae	24
Bartonella acomydis	37
Bartonella alsatica	37
Bartonella ancashensis	30
Bartonella australis	37
Bartonella bacilliformis	29
Bartonella birtlesii	37
Bartonella bovis	37
Bartonella callosciuri	37
Bartonella capreoli	37
Bartonella chomelii	37
Bartonella clarridgeiae	35
Bartonella coopersplainsensis	37
Bartonella doshiae	37
Bartonella durdenii	35
Bartonella elizabethae	37
Bartonella florencae	37
Bartonella grahamii	37
Bartonella henselae	37
Bartonella jaculi	37
Bartonella japonica	36
Bartonella koehlerae	37
Bartonella melophagi	37
Bartonella pachyuromydis	37
Bartonella phoceensis	37
Bartonella queenslandensis	37
Bartonella quintana	37
Bartonella rattaustraliani	37
Bartonella rattimassiliensis	37
Bartonella rochalimae	36
Bartonella schoenbuchensis	36
Bartonella silvatica	36
Bartonella silvicola	35
Bartonella tamiae	36
Bartonella taylorii	37
Bartonella tribocorum	37
Bartonella vinsonii	37
Bartonella volans	35
Bartonella washoensis	36
Barya parasitica	24
Basfia succiniciproducens	37
Basichlamys sacculifera	20
Basidiobolus haptosporus	25
Basidiobolus heterosporus	24
Basidiobolus magnus	26
Basidiobolus meristosporus	25
Basidiobolus microsporus	25
Basidiobolus ranarum	24
Basidiomycete sp.	19
Basidioradulum radula	24
Basilea psittacipulmonis	34
Basipetospora halophila	26
Batrachospermum atrum	20
Batrachospermum helminthosum	20
Batrachospermum sp.	18
Batrachospermum turfosum	20
Bavariicoccus seileri	34
Bdellovibrio bacteriovorus	28
Bdellovibrio exovorus	29
Bdellovibrio sp.	30
Bdellovibrio starrii	30
Bdellovibrio stolpii	30
Beauveria bassiana	24
Beauveria caledonica	24
Beauveria felina	25
Beauveria nivea	30
Beauveria sp.	24
Beauveria tenella	24
Beduini massiliensis	37
Beggiatoa alba	29
Beijerinckia derxii	30
Beijerinckia doebereinerae	29
Beijerinckia fluminensis	28
Beijerinckia indica	29
Beijerinckia mobilis	29
Beijerinckia sp.	30
Belliella baltica	28
Belliella kenyensis	28
Belliella pelovolcani	28
Bellilinea caldifistulae	55
Belnapia moabensis	28
Belnapia rosea	28
Belnapia soli	28
Belnapia sp.	23
Beltrania querna	26
Beltrania rhombica	24
Beneckea alginolytica	30
Beneckea campbellii	28
Beneckea gazogenes	26
Beneckea harveyi	27
Beneckea natriegens	31
Beneckea neptuna	33
Beneckea nereida	26
Beneckea nereis	28
Beneckea nigrapulchrituda	26
Beneckea nigripulchritudo	28
Beneckea parahaemolytica	29
Beneckea pelagia	30
Beneckea splendida	25
Beneckea vulnifica	29
Benjaminiella multispora	24
Benjaminiella poitrasii	26
Benjaminiella youngii	24
Bensingtonia ciliata	24
Bensingtonia ingoldii	24
Bensingtonia intermedia	24
Bensingtonia miscanthi	24
Bensingtonia naganoensis	24
Bensingtonia phyllada	24
Bensingtonia subrosea	26
Bensingtonia yuccicola	24
Bergeriella denitrificans	37
Bergeyella zoohelcum	33
Bermanella marisrubri	28
Besnoitia akodoni	35
Besnoitia bennetti	37
Besnoitia darlingi	35
Besnoitia oryctofelisi	35
Besnoitia tarandi	37
Betabacterium vermiforme	30
Beutenbergia cavernae	28
Beverwykella pulmonaria	24
Bhargavaea beijingensis	30
Bhargavaea cecembensis	30
Bhargavaea ginsengi	30
Bhargavaea indica	30
Bhargavaea ullalensis	27
Bibersteinia trehalosi	37
Bicosoeca vacillans	25
Bifidobacterium actinocoloniiforme	37
Bifidobacterium adolescentis	37
Bifidobacterium aerophilum	37
Bifidobacterium aesculapii	37
Bifidobacterium angulatum	37
Bifidobacterium animalis	37
Bifidobacterium asteroides	37
Bifidobacterium avesanii	37
Bifidobacterium biavatii	37
Bifidobacterium bifidum	37
Bifidobacterium bohemicum	37
Bifidobacterium bombi	30
Bifidobacterium boum	37
Bifidobacterium breve	37
Bifidobacterium callitrichos	37
Bifidobacterium catenulatum	37
Bifidobacterium choerinum	37
Bifidobacterium coryneforme	37
Bifidobacterium cuniculi	37
Bifidobacterium denticolens	37
Bifidobacterium dentium	37
Bifidobacterium eulemuris	37
Bifidobacterium gallicum	37
Bifidobacterium gallinarum	37
Bifidobacterium globosum	37
Bifidobacterium hapali	37
Bifidobacterium indicum	37
Bifidobacterium kashiwanohense	37
Bifidobacterium lactentis	37
Bifidobacterium lactis	37
Bifidobacterium lemurum	37
Bifidobacterium liberorum	37
Bifidobacterium longum	37
Bifidobacterium magnum	37
Bifidobacterium merycicum	37
Bifidobacterium minimum	37
Bifidobacterium mongoliense	37
Bifidobacterium moukalabense	37
Bifidobacterium myosotis	37
Bifidobacterium parvulorum	37
Bifidobacterium pseudocatenulatum	37
Bifidobacterium pseudolongum	37
Bifidobacterium psychraerophilum	37
Bifidobacterium pullorum	37
Bifidobacterium ramosum	37
Bifidobacterium reuteri	37
Bifidobacterium ruminale	37
Bifidobacterium ruminantium	37
Bifidobacterium saeculare	37
Bifidobacterium saguini	37
Bifidobacterium scardovii	37
Bifidobacterium sp.	37
Bifidobacterium stellenboschense	37
Bifidobacterium stercoris	37
Bifidobacterium subtile	37
Bifidobacterium thermacidophilum	37
Bifidobacterium thermophilum	37
Bifidobacterium tissieri	37
Bifidobacterium tsurumiense	37
Bigelowiella natans	20
Bilophila wadsworthia	35
Bimuria novae-zelandiae	24
Biostraticola tofi	27
Bipolaris australiensis	24
Bipolaris australis	25
Bipolaris bicolor	24
Bipolaris cactivora	25
Bipolaris chloridis	24
Bipolaris clavata	25
Bipolaris coffeana	25
Bipolaris crotonis	25
Bipolaris crustacea	25
Bipolaris cylindrica	25
Bipolaris cynodontis	25
Bipolaris eleusines	24
Bipolaris ellisii	25
Bipolaris gossypina	25
Bipolaris hawaiiensis	26
Bipolaris heveae	24
Bipolaris indica	24
Bipolaris iridis	24
Bipolaris leersiae	24
Bipolaris luttrellii	24
Bipolaris maydis	24
Bipolaris microlaenae	24
Bipolaris micropus	24
Bipolaris multiformis	23
Bipolaris nodulosa	24
Bipolaris novae-zelandiae	25
Bipolaris oryzae	25
Bipolaris ovariicola	25
Bipolaris papendorfii	26
Bipolaris portulacae	25
Bipolaris ravenelii	25
Bipolaris rostrata	24
Bipolaris sacchari	24
Bipolaris setariae	24
Bipolaris sorghicola	24
Bipolaris sorokiniana	24
Bipolaris sp.	25
Bipolaris tropicalis	25
Bipolaris urochloae	24
Bipolaris victoriae	25
Bipolaris zeae	25
Bipolaris zeicola	24
Biscogniauxia bartholomaei	20
Biscogniauxia citriformis	20
Biscogniauxia cylindrispora	22
Biscogniauxia formosana	22
Biscogniauxia latirima	22
Biscogniauxia marginata	24
Biscogniauxia nummularia	24
Biscogniauxia philippinensis	21
Biscogniauxia repanda	24
Biscogniauxia simplicior	20
Bisgaardia hudsonensis	37
Bispora betulina	24
Bisporella discedens	24
Bizionia algoritergicola	22
Bizionia argentinensis	20
Bizionia echini	28
Bizionia gelidisalsuginis	20
Bizionia myxarmorum	25
Bizionia paragorgiae	25
Bizionia saleffrena	22
Bjerkandera adusta	24
Bjerkandera fumosa	26
Bjerkandera sp.	23
Blakeslea trispora	25
Blastobacter aggregatus	28
Blastobacter capsulatus	28
Blastobacter denitrificans	35
Blastobacter natatorius	26
Blastobotrys adeninivorans	24
Blastobotrys aristata	24
Blastobotrys chiropterorum	24
Blastobotrys nivea	24
Blastobotrys parvus	12
Blastobotrys proliferans	24
Blastobotrys terrestris	24
Blastocatella fastidiosa	27
Blastochloris gulmargensis	28
Blastochloris sulfoviridis	25
Blastochloris viridis	26
Blastocladiella britannica	24
Blastocladiella emersonii	24
Blastocladiella simplex	24
Blastococcus aggregatus	26
Blastococcus capsensis	28
Blastococcus endophyticus	28
Blastococcus jejuensis	30
Blastococcus saxobsidens	28
Blastococcus sp.	28
Blastocrithidia culicis	25
Blastocrithidia largi	25
Blastocrithidia leptocoridis	30
Blastocystis hominis	34
Blastocystis sp.	35
Blastomonas natatoria	26
Blastomonas ursincola	26
Blastomyces dermatitidis	31
Blastophysa rhizopus	15
Blastopirellula marina	30
Blastoschizomyces capitatus	29
Blautia coccoides	37
Blautia faecis	37
Blautia glucerasea	37
Blautia hansenii	37
Blautia hydrogenotrophica	37
Blautia luti	37
Blautia obeum	37
Blautia producta	37
Blautia schinkii	37
Blautia sp.	37
Blautia wexlerae	37
Blepharisma stoltei	25
Blidingia minima	20
Bloxamia truncata	24
Bodo caudatus	25
Bodo curvifilus	25
Bodo designis	25
Bodo edax	25
Bodo saliens	25
Bodo saltans	15
Bodo sorokini	25
Bodo uncinatus	25
Bodomorpha minima	25
Boerlagiomyces websteri	24
Bogoriella caseilytica	30
Boletinellus merulioides	24
Boletus edulis	23
Boletus portentosus	24
Boletus rubinellus	22
Bolidomonas pacifica	21
Bombella intestini	28
Bombiscardovia coagulans	37
Bondarzewia berkeleyi	24
Boothiomyces macroporosum	20
Bordetella avium	35
Bordetella bronchialis	37
Bordetella bronchiseptica	36
Bordetella hinzii	37
Bordetella holmesii	37
Bordetella parapertussis	37
Bordetella pertussis	37
Bordetella petrii	34
Bordetella sp.	30
Bordetella sputigena	37
Bordetella trematum	34
Borrelia bissettii	34
Borrelia coriaceae	30
Borrelia hermsii	36
Borrelia mayonii	33
Borrelia turcica	35
Borrelia yangtzensis	30
Borreliella bavariensis	32
Borreliella burgdorferi	35
Borreliella carolinensis	37
Borreliella garinii	33
Borreliella kurtenbachii	37
Borreliella sinica	30
Borreliella spielmanii	32
Bosea eneae	29
Bosea lathyri	28
Bosea lupini	28
Bosea massiliensis	29
Bosea minatitlanensis	35
Bosea robiniae	28
Bosea sp.	29
Bosea thiooxidans	32
Bosea vestrisii	29
Botrydium cystosum	25
Botrydium granulatum	20
Botrydium stoloniferum	25
Botryoascus cladosporoides	24
Botryobasidium botryosum	25
Botryocladia skottsbergii	15
Botryococcus braunii	20
Botryodiplodia gallae	24
Botryodiplodia theobromae	24
Botryosphaeria berengeriana	26
Botryosphaeria corticis	24
Botryosphaeria dothidea	25
Botryosphaeria quercuum	22
Botryosphaeria vaccinii	24
Botryosphaeria viticola	25
Botryosporium longibrachiatum	22
Botryotinia convoluta	24
Botryotinia sphaerosperma	20
Botryotinia squamosa	24
Botryotrichum atrogriseum	24
Botryotrichum piluliferum	25
Botryozyma nematodophila	24
Botrytis aclada	25
Botrytis allii	25
Botrytis byssoidea	24
Botrytis caroliniana	21
Botrytis cinerea	23
Botrytis elliptica	24
Botrytis fabae	25
Botrytis galanthina	26
Botrytis paeoniae	26
Botrytis sp.	25
Botrytis tulipae	25
Bovista plumbea	24
Bowmanella denitrificans	28
Brachiola algerae	32
Brachiomonas submarina	22
Brachiosphaera tropicalis	24
Brachybacterium alimentarium	30
Brachybacterium aquaticum	28
Brachybacterium conglomeratum	29
Brachybacterium faecium	29
Brachybacterium fresconis	28
Brachybacterium hainanense	28
Brachybacterium huguangmaarense	28
Brachybacterium muris	31
Brachybacterium nesterenkovii	28
Brachybacterium paraconglomeratum	29
Brachybacterium phenoliresistens	28
Brachybacterium rhamnosum	29
Brachybacterium sacelli	29
Brachybacterium saurashtrense	28
Brachybacterium sp.	25
Brachybacterium tyrofermentans	30
Brachybacterium zhongshanense	28
Brachymonas chironomi	28
Brachymonas denitrificans	30
Brachyspira aalborgi	37
Brachyspira alvinipulli	37
Brachyspira canis	37
Brachyspira hampsonii	37
Brachyspira hyodysenteriae	37
Brachyspira innocens	37
Brachyspira intermedia	37
Brachyspira murdochii	37
Brachyspira pilosicoli	37
Brachyspira pulli	37
Brachyspira suanatina	37
Brackiella oedipodis	37
Bracteacoccus giganteus	20
Bracteacoccus grandis	25
Bradyrhizobium betae	28
Bradyrhizobium canariense	30
Bradyrhizobium cytisi	25
Bradyrhizobium denitrificans	40
Bradyrhizobium elkanii	30
Bradyrhizobium japonicum	26
Bradyrhizobium jicamae	28
Bradyrhizobium liaoningense	28
Bradyrhizobium lupini	26
Bradyrhizobium oligotrophicum	28
Bradyrhizobium pachyrhizi	28
Bradyrhizobium paxllaeri	28
Bradyrhizobium sp.	27
Bradyrhizobium vignae	28
Bradyrhizobium yuanmingense	30
Branchiibius cervicis	28
Branchiibius hedensis	28
Branhamella catarrhalis	35
Brassicibacter mesophilus	37
Brenneria alni	28
Brenneria goodwinii	37
Brenneria nigrifluens	28
Brenneria paradisiaca	30
Brenneria quercina	30
Brenneria rubrifaciens	29
Brenneria salicis	27
Breoghania corrubedonensis	28
Brettanomyces anomalus	25
Brettanomyces bruxellensis	25
Brettanomyces custersianus	25
Brettanomyces custersii	25
Brettanomyces naardenensis	25
Brevibacillus agri	33
Brevibacillus aydinogluensis	50
Brevibacillus borstelensis	34
Brevibacillus brevis	33
Brevibacillus centrosporus	30
Brevibacillus choshinensis	30
Brevibacillus fluminis	30
Brevibacillus formosus	30
Brevibacillus fulvus	37
Brevibacillus gelatini	40
Brevibacillus ginsengisoli	30
Brevibacillus invocatus	30
Brevibacillus laterosporus	31
Brevibacillus levickii	34
Brevibacillus limnophilus	39
Brevibacillus massiliensis	30
Brevibacillus nitrificans	30
Brevibacillus panacihumi	30
Brevibacillus parabrevis	30
Brevibacillus reuszeri	30
Brevibacillus sediminis	55
Brevibacillus sp.	29
Brevibacillus thermoruber	45
Brevibacterium acetylicum	30
Brevibacterium albidum	30
Brevibacterium album	31
Brevibacterium ammoniagenes	30
Brevibacterium antiquum	28
Brevibacterium aurantiacum	30
Brevibacterium avium	35
Brevibacterium casei	32
Brevibacterium celere	26
Brevibacterium chang-fua	30
Brevibacterium citreum	30
Brevibacterium daeguense	28
Brevibacterium divaricatum	30
Brevibacterium epidermidis	33
Brevibacterium fermentans	29
Brevibacterium flavum	30
Brevibacterium frigoritolerans	29
Brevibacterium fuscum	30
Brevibacterium glutamigenes	30
Brevibacterium halotolerans	30
Brevibacterium healii	30
Brevibacterium helvolum	29
Brevibacterium imperiale	30
Brevibacterium incertum	26
Brevibacterium iodinum	29
Brevibacterium jeotgali	28
Brevibacterium ketoglutamicum	30
Brevibacterium lactofermentum	30
Brevibacterium linens	30
Brevibacterium liquefaciens	30
Brevibacterium luteolum	37
Brevibacterium lutescens	37
Brevibacterium luteum	29
Brevibacterium lyticum	29
Brevibacterium marinum	28
Brevibacterium maris	30
Brevibacterium massiliense	31
Brevibacterium mcbrellneri	36
Brevibacterium oceani	27
Brevibacterium otitidis	30
Brevibacterium oxydans	30
Brevibacterium paraffinoliticum	30
Brevibacterium paucivorans	37
Brevibacterium permense	29
Brevibacterium picturae	29
Brevibacterium pityocampae	30
Brevibacterium protophormiae	30
Brevibacterium pusillum	30
Brevibacterium ravenspurgense	35
Brevibacterium saccharolyticum	30
Brevibacterium salitolerans	37
Brevibacterium samyangense	28
Brevibacterium sandarakinum	28
Brevibacterium sanguinis	37
Brevibacterium saperdae	30
Brevibacterium senegalense	28
Brevibacterium seonmiso	30
Brevibacterium siliguriense	28
Brevibacterium sp.	31
Brevibacterium stationis	29
Brevibacterium sterolicum	30
Brevibacterium taipei	30
Brevibacterium testaceum	30
Brevibacterium thiogenitalis	30
Brevibacterium vitarumen	30
Brevibacterium yomogidense	28
Brevicellicium olivascens	24
Brevifollis gellanilyticus	30
Brevilegnia macrospora	24
Brevinema andersonii	30
Brevirhabdus pacifica	30
Brevundimonas abyssalis	20
Brevundimonas alba	30
Brevundimonas aurantiaca	30
Brevundimonas aveniformis	25
Brevundimonas bacteroides	30
Brevundimonas basaltis	28
Brevundimonas bullata	28
Brevundimonas diminuta	30
Brevundimonas halotolerans	28
Brevundimonas intermedia	30
Brevundimonas kwangchunensis	29
Brevundimonas lenta	25
Brevundimonas mediterranea	29
Brevundimonas naejangsanensis	29
Brevundimonas nasdae	30
Brevundimonas poindexterae	28
Brevundimonas sp.	27
Brevundimonas staleyi	28
Brevundimonas subvibrioides	30
Brevundimonas terrae	30
Brevundimonas vancanneytii	37
Brevundimonas variabilis	30
Brevundimonas vesicularis	28
Breznakia blatticola	30
Breznakia pachnodae	30
Brochothrix campestris	25
Brochothrix thermosphacta	25
Brockia lithotrophica	64
Brooklawnia cerclae	37
Brucella abortus	37
Brucella canis	37
Brucella melitensis	37
Brucella neotomae	37
Brucella ovis	37
Brucella sp.	37
Brucella suis	37
Brucella vulpis	37
Brumimicrobium glaciale	10
Bryobacter aggregatus	26
Bryocella elongata	20
Bryopsis plumosa	15
Budvicia aquatica	25
Budvicia diplopodorum	28
Buellia punctata	18
Buellia stillingiana	18
Buergenerula spartinae	24
Bulboplastis apyrenoidosa	20
Bulleidia extructa	36
Bullera alba	22
Bullera armeniaca	24
Bullera crocea	24
Bullera dendrophila	22
Bullera penniseticola	24
Bullera piricola	24
Bullera singularis	20
Bullera tsugae	23
Bumilleria sicula	25
Burgella flavoparmeliae	20
Burgoa angulosa	18
Burgoa verzuoliana	24
Burkholderia ambifaria	29
Burkholderia andropogonis	26
Burkholderia anthina	29
Burkholderia arboris	30
Burkholderia aspalathi	30
Burkholderia bryophila	30
Burkholderia caballeronis	30
Burkholderia caledonica	30
Burkholderia caribensis	28
Burkholderia caryophylli	30
Burkholderia cenocepacia	30
Burkholderia cepacia	30
Burkholderia cocovenenans	28
Burkholderia contaminans	28
Burkholderia denitrificans	30
Burkholderia diffusa	30
Burkholderia dolosa	30
